"TIME","GEO","GEO_LABEL","AGE","SEX","Value","Flag and Footnotes"
"2011","UKD3","Greater Manchester","15 years or over","Total","9.9",""
"2012","UKD3","Greater Manchester","15 years or over","Total","10.2",""
"2013","UKD3","Greater Manchester","15 years or over","Total","9.5",""
"2004","UKD4","Lancashire","15 years or over","Total","4.1",""
"2005","UKD4","Lancashire","15 years or over","Total","4.3",""
"2006","UKD4","Lancashire","15 years or over","Total","5.0",""
"2007","UKD4","Lancashire","15 years or over","Total","5.6",""
"2008","UKD4","Lancashire","15 years or over","Total","5.4",""
"2009","UKD4","Lancashire","15 years or over","Total","7.2",""
"2010","UKD4","Lancashire","15 years or over","Total","6.0",""
"2011","UKD4","Lancashire","15 years or over","Total","6.8",""
"2012","UKD4","Lancashire","15 years or over","Total","7.8",""
"2013","UKD4","Lancashire","15 years or over","Total","7.2",""
"2004","UKD6","Cheshire","15 years or over","Total",":",""
"2005","UKD6","Cheshire","15 years or over","Total",":",""
"2006","UKD6","Cheshire","15 years or over","Total",":",""
"2007","UKD6","Cheshire","15 years or over","Total",":",""
"2008","UKD6","Cheshire","15 years or over","Total",":",""
"2009","UKD6","Cheshire","15 years or over","Total","6.0",""
"2010","UKD6","Cheshire","15 years or over","Total","6.2",""
"2011","UKD6","Cheshire","15 years or over","Total","5.7",""
"2012","UKD6","Cheshire","15 years or over","Total","5.9",""
"2013","UKD6","Cheshire","15 years or over","Total","5.2",""
"2004","UKD7","Merseyside","15 years or over","Total",":",""
"2005","UKD7","Merseyside","15 years or over","Total",":",""
"2006","UKD7","Merseyside","15 years or over","Total",":",""
"2007","UKD7","Merseyside","15 years or over","Total",":",""
"2008","UKD7","Merseyside","15 years or over","Total",":",""
"2009","UKD7","Merseyside","15 years or over","Total","9.6",""
"2010","UKD7","Merseyside","15 years or over","Total","10.4",""
"2011","UKD7","Merseyside","15 years or over","Total","10.1",""
"2012","UKD7","Merseyside","15 years or over","Total","9.8",""
"2013","UKD7","Merseyside","15 years or over","Total","8.9",""
"2004","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","4.5",""
"2005","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","5.4",""
"2006","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","6.1",""
"2007","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","6.1",""
"2008","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","5.1",""
"2009","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","9.4",""
"2010","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","9.8",""
"2011","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","9.1",""
"2012","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","9.8",""
"2013","UKE1","East Yorkshire and Northern Lincolnshire","15 years or over","Total","8.4",""
"2004","UKE2","North Yorkshire","15 years or over","Total","2.7","u"
"2005","UKE2","North Yorkshire","15 years or over","Total","2.9",""
"2006","UKE2","North Yorkshire","15 years or over","Total","4.1",""
"2007","UKE2","North Yorkshire","15 years or over","Total","3.4",""
"2008","UKE2","North Yorkshire","15 years or over","Total","2.8",""
"2009","UKE2","North Yorkshire","15 years or over","Total","5.3",""
"2010","UKE2","North Yorkshire","15 years or over","Total","7.1",""
"2011","UKE2","North Yorkshire","15 years or over","Total","6.5",""
"2012","UKE2","North Yorkshire","15 years or over","Total","5.1",""
"2013","UKE2","North Yorkshire","15 years or over","Total","4.4",""
"2004","UKE3","South Yorkshire","15 years or over","Total","4.9",""
"2005","UKE3","South Yorkshire","15 years or over","Total","5.5",""
"2006","UKE3","South Yorkshire","15 years or over","Total","7.1",""
"2007","UKE3","South Yorkshire","15 years or over","Total","6.3",""
"2008","UKE3","South Yorkshire","15 years or over","Total","8.2",""
"2009","UKE3","South Yorkshire","15 years or over","Total","9.7",""
"2010","UKE3","South Yorkshire","15 years or over","Total","9.4",""
"2011","UKE3","South Yorkshire","15 years or over","Total","10.8",""
"2012","UKE3","South Yorkshire","15 years or over","Total","10.5",""
"2013","UKE3","South Yorkshire","15 years or over","Total","10.5",""
"2004","UKE4","West Yorkshire","15 years or over","Total","4.4",""
"2005","UKE4","West Yorkshire","15 years or over","Total","4.7",""
"2006","UKE4","West Yorkshire","15 years or over","Total","5.6",""
"2007","UKE4","West Yorkshire","15 years or over","Total","5.7",""
"2008","UKE4","West Yorkshire","15 years or over","Total","6.5",""
"2009","UKE4","West Yorkshire","15 years or over","Total","8.7",""
"2010","UKE4","West Yorkshire","15 years or over","Total","9.6",""
"2011","UKE4","West Yorkshire","15 years or over","Total","9.9",""
"2012","UKE4","West Yorkshire","15 years or over","Total","9.5",""
"2013","UKE4","West Yorkshire","15 years or over","Total","9.5",""
"2004","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","4.0",""
"2005","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","4.3",""
"2006","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","5.6",""
"2007","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","5.8",""
"2008","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","5.3",""
"2009","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","7.2",""
"2010","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","8.8",""
"2011","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","8.8",""
"2012","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","8.3",""
"2013","UKF1","Derbyshire and Nottinghamshire","15 years or over","Total","7.2",""
"2004","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","3.7",""
"2005","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","4.6",""
"2006","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","5.1",""
"2007","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","4.5",""
"2008","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","6.0",""
"2009","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","7.3",""
"2010","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","7.2",""
"2011","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","7.5",""
"2012","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","6.9",""
"2013","UKF2","Leicestershire, Rutland and Northamptonshire","15 years or over","Total","7.8",""
"2004","UKF3","Lincolnshire","15 years or over","Total","4.7","u"
"2005","UKF3","Lincolnshire","15 years or over","Total","3.7",""
"2006","UKF3","Lincolnshire","15 years or over","Total","4.8",""
"2007","UKF3","Lincolnshire","15 years or over","Total","5.4",""
"2008","UKF3","Lincolnshire","15 years or over","Total","6.2",""
"2009","UKF3","Lincolnshire","15 years or over","Total","6.3",""
"2010","UKF3","Lincolnshire","15 years or over","Total","5.0",""
"2011","UKF3","Lincolnshire","15 years or over","Total","6.5",""
"2012","UKF3","Lincolnshire","15 years or over","Total","8.5",""
"2013","UKF3","Lincolnshire","15 years or over","Total","6.4",""
"2004","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","3.2",""
"2005","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","2.6",""
"2006","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","3.8",""
"2007","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","3.9",""
"2008","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","4.2",""
"2009","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","6.4",""
"2010","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","6.5",""
"2011","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","6.0",""
"2012","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","4.9",""
"2013","UKG1","Herefordshire, Worcestershire and Warwickshire","15 years or over","Total","5.1",""
"2004","UKG2","Shropshire and Staffordshire","15 years or over","Total","4.3",""
"2005","UKG2","Shropshire and Staffordshire","15 years or over","Total","3.7",""
"2006","UKG2","Shropshire and Staffordshire","15 years or over","Total","4.2",""
"2007","UKG2","Shropshire and Staffordshire","15 years or over","Total","5.3",""
"2008","UKG2","Shropshire and Staffordshire","15 years or over","Total","4.4",""
"2009","UKG2","Shropshire and Staffordshire","15 years or over","Total","7.1",""
"2010","UKG2","Shropshire and Staffordshire","15 years or over","Total","8.0",""
"2011","UKG2","Shropshire and Staffordshire","15 years or over","Total","7.8",""
"2012","UKG2","Shropshire and Staffordshire","15 years or over","Total","6.6",""
"2013","UKG2","Shropshire and Staffordshire","15 years or over","Total","6.1",""
"2004","UKG3","West Midlands","15 years or over","Total","7.2",""
"2005","UKG3","West Midlands","15 years or over","Total","6.4",""
"2006","UKG3","West Midlands","15 years or over","Total","7.9",""
"2007","UKG3","West Midlands","15 years or over","Total","8.1",""
"2008","UKG3","West Midlands","15 years or over","Total","9.4",""
"2009","UKG3","West Midlands","15 years or over","Total","13.1",""
"2010","UKG3","West Midlands","15 years or over","Total","10.9",""
"2011","UKG3","West Midlands","15 years or over","Total","11.3",""
"2012","UKG3","West Midlands","15 years or over","Total","11.7",""
"2013","UKG3","West Midlands","15 years or over","Total","12.9",""
"2004","UKH1","East Anglia","15 years or over","Total","3.5",""
"2005","UKH1","East Anglia","15 years or over","Total","4.1",""
"2006","UKH1","East Anglia","15 years or over","Total","4.7",""
"2007","UKH1","East Anglia","15 years or over","Total","4.4",""
"2008","UKH1","East Anglia","15 years or over","Total","4.5",""
"2009","UKH1","East Anglia","15 years or over","Total","5.9",""
"2010","UKH1","East Anglia","15 years or over","Total","6.6",""
"2011","UKH1","East Anglia","15 years or over","Total","6.2",""
"2012","UKH1","East Anglia","15 years or over","Total","6.4",""
"2013","UKH1","East Anglia","15 years or over","Total","6.2",""
"2004","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","3.7",""
"2005","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","3.8",""
"2006","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","4.8",""
"2007","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","4.7",""
"2008","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","4.8",""
"2009","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","5.9",""
"2010","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","6.0",""
"2011","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","6.7",""
"2012","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","6.3",""
"2013","UKH2","Bedfordshire and Hertfordshire","15 years or over","Total","5.6",""
"2004","UKH3","Essex","15 years or over","Total","4.5",""
"2005","UKH3","Essex","15 years or over","Total","3.8",""
"2006","UKH3","Essex","15 years or over","Total","4.7",""
"2007","UKH3","Essex","15 years or over","Total","5.0",""
"2008","UKH3","Essex","15 years or over","Total","5.1",""
"2009","UKH3","Essex","15 years or over","Total","6.9",""
"2010","UKH3","Essex","15 years or over","Total","7.1",""
"2011","UKH3","Essex","15 years or over","Total","6.7",""
"2012","UKH3","Essex","15 years or over","Total","7.4",""
"2013","UKH3","Essex","15 years or over","Total","6.3",""
"2004","UKI1","Inner London","15 years or over","Total","8.9",""
"2005","UKI1","Inner London","15 years or over","Total","7.8",""
"2006","UKI1","Inner London","15 years or over","Total","8.7",""
"2007","UKI1","Inner London","15 years or over","Total","8.0",""
"2008","UKI1","Inner London","15 years or over","Total","7.8",""
"2009","UKI1","Inner London","15 years or over","Total","9.4",""
"2010","UKI1","Inner London","15 years or over","Total","9.7",""
"2011","UKI1","Inner London","15 years or over","Total","10.2",""
"2012","UKI1","Inner London","15 years or over","Total","9.1",""
"2013","UKI1","Inner London","15 years or over","Total","8.6",""
"2004","UKI2","Outer London","15 years or over","Total","4.8",""
"2005","UKI2","Outer London","15 years or over","Total","6.4",""
"2006","UKI2","Outer London","15 years or over","Total","7.0",""
"2007","UKI2","Outer London","15 years or over","Total","5.8",""
"2008","UKI2","Outer London","15 years or over","Total","6.5",""
"2009","UKI2","Outer London","15 years or over","Total","8.6",""
"2010","UKI2","Outer London","15 years or over","Total","8.6",""
"2011","UKI2","Outer London","15 years or over","Total","9.1",""
"2012","UKI2","Outer London","15 years or over","Total","8.6",""
"2013","UKI2","Outer London","15 years or over","Total","8.3",""
"2004","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","3.8",""
"2005","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","3.5",""
"2006","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","3.9",""
"2007","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","4.0",""
"2008","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","4.1",""
"2009","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","5.4",""
"2010","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","5.8",""
"2011","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","5.2",""
"2012","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","5.6",""
"2013","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","15 years or over","Total","5.1",""
"2004","UKJ2","Surrey, East and West Sussex","15 years or over","Total","3.0",""
"2005","UKJ2","Surrey, East and West Sussex","15 years or over","Total","3.8",""
"2006","UKJ2","Surrey, East and West Sussex","15 years or over","Total","4.0",""
"2007","UKJ2","Surrey, East and West Sussex","15 years or over","Total","4.0",""
"2008","UKJ2","Surrey, East and West Sussex","15 years or over","Total","4.4",""
"2009","UKJ2","Surrey, East and West Sussex","15 years or over","Total","5.6",""
"2010","UKJ2","Surrey, East and West Sussex","15 years or over","Total","5.1",""
"2011","UKJ2","Surrey, East and West Sussex","15 years or over","Total","5.3",""
"2012","UKJ2","Surrey, East and West Sussex","15 years or over","Total","5.8",""
"2013","UKJ2","Surrey, East and West Sussex","15 years or over","Total","5.4",""
"2004","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","3.5",""
"2005","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","4.0",""
"2006","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","4.7",""
"2007","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","4.4",""
"2008","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","3.6",""
"2009","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","5.3",""
"2010","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","6.4",""
"2011","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","5.9",""
"2012","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","6.3",""
"2013","UKJ3","Hampshire and Isle of Wight","15 years or over","Total","5.7",""
"2004","UKJ4","Kent","15 years or over","Total","4.7",""
"2005","UKJ4","Kent","15 years or over","Total","4.2",""
"2006","UKJ4","Kent","15 years or over","Total","5.6",""
"2007","UKJ4","Kent","15 years or over","Total","5.6",""
"2008","UKJ4","Kent","15 years or over","Total","5.3",""
"2009","UKJ4","Kent","15 years or over","Total","7.3",""
"2010","UKJ4","Kent","15 years or over","Total","7.7",""
"2011","UKJ4","Kent","15 years or over","Total","8.3",""
"2012","UKJ4","Kent","15 years or over","Total","8.0",""
"2013","UKJ4","Kent","15 years or over","Total","7.6",""
"2004","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","3.4",""
"2005","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","3.5",""
"2006","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","3.3",""
"2007","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","3.4",""
"2008","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","3.7",""
"2009","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","5.7",""
"2010","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","5.4",""
"2011","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","6.5",""
"2012","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","6.1",""
"2013","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","15 years or over","Total","6.2",""
"2004","UKK2","Dorset and Somerset","15 years or over","Total","1.9","u"
"2005","UKK2","Dorset and Somerset","15 years or over","Total","3.6",""
"2006","UKK2","Dorset and Somerset","15 years or over","Total","3.7",""
"2007","UKK2","Dorset and Somerset","15 years or over","Total","3.8",""
"2008","UKK2","Dorset and Somerset","15 years or over","Total","4.2",""
"2009","UKK2","Dorset and Somerset","15 years or over","Total","6.4",""
"2010","UKK2","Dorset and Somerset","15 years or over","Total","5.4",""
"2011","UKK2","Dorset and Somerset","15 years or over","Total","6.1",""
"2012","UKK2","Dorset and Somerset","15 years or over","Total","5.1",""
"2013","UKK2","Dorset and Somerset","15 years or over","Total","5.5",""
"2004","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","4.5","u"
"2005","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","3.4","u"
"2006","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","3.9","u"
"2007","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","4.5",""
"2008","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","5.8",""
"2009","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","5.2",""
"2010","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","8.2",""
"2011","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","6.2",""
"2012","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","5.6",""
"2013","UKK3","Cornwall and Isles of Scilly","15 years or over","Total","5.6",""
"2004","UKK4","Devon","15 years or over","Total","3.5",""
"2005","UKK4","Devon","15 years or over","Total","3.9",""
"2006","UKK4","Devon","15 years or over","Total","4.5",""
"2007","UKK4","Devon","15 years or over","Total","4.8",""
"2008","UKK4","Devon","15 years or over","Total","3.8",""
"2009","UKK4","Devon","15 years or over","Total","7.1",""
"2010","UKK4","Devon","15 years or over","Total","6.6",""
"2011","UKK4","Devon","15 years or over","Total","6.6",""
"2012","UKK4","Devon","15 years or over","Total","5.9",""
"2013","UKK4","Devon","15 years or over","Total","7.1",""
"2004","UKL1","West Wales and The Valleys","15 years or over","Total","5.3",""
"2005","UKL1","West Wales and The Valleys","15 years or over","Total","5.1",""
"2006","UKL1","West Wales and The Valleys","15 years or over","Total","5.5",""
"2007","UKL1","West Wales and The Valleys","15 years or over","Total","5.5",""
"2008","UKL1","West Wales and The Valleys","15 years or over","Total","6.2",""
"2009","UKL1","West Wales and The Valleys","15 years or over","Total","8.9",""
"2010","UKL1","West Wales and The Valleys","15 years or over","Total","9.2",""
"2011","UKL1","West Wales and The Valleys","15 years or over","Total","9.9",""
"2012","UKL1","West Wales and The Valleys","15 years or over","Total","9.2",""
"2013","UKL1","West Wales and The Valleys","15 years or over","Total","7.8",""
"2004","UKL2","East Wales","15 years or over","Total","3.1","u"
"2005","UKL2","East Wales","15 years or over","Total","3.6",""
"2006","UKL2","East Wales","15 years or over","Total","4.9",""
"2007","UKL2","East Wales","15 years or over","Total","4.8",""
"2008","UKL2","East Wales","15 years or over","Total","5.6",""
"2009","UKL2","East Wales","15 years or over","Total","6.7",""
"2010","UKL2","East Wales","15 years or over","Total","7.8",""
"2011","UKL2","East Wales","15 years or over","Total","6.5",""
"2012","UKL2","East Wales","15 years or over","Total","7.6",""
"2013","UKL2","East Wales","15 years or over","Total","7.4",""
"2004","UKM2","Eastern Scotland","15 years or over","Total","4.7",""
"2005","UKM2","Eastern Scotland","15 years or over","Total","5.1",""
"2006","UKM2","Eastern Scotland","15 years or over","Total","5.3",""
"2007","UKM2","Eastern Scotland","15 years or over","Total","5.1",""
"2008","UKM2","Eastern Scotland","15 years or over","Total","4.8",""
"2009","UKM2","Eastern Scotland","15 years or over","Total","7.5",""
"2010","UKM2","Eastern Scotland","15 years or over","Total","7.7",""
"2011","UKM2","Eastern Scotland","15 years or over","Total","7.3",""
"2012","UKM2","Eastern Scotland","15 years or over","Total","7.5",""
"2013","UKM2","Eastern Scotland","15 years or over","Total","7.1",""
"2004","UKM3","South Western Scotland","15 years or over","Total","7.3",""
"2005","UKM3","South Western Scotland","15 years or over","Total","6.3",""
"2006","UKM3","South Western Scotland","15 years or over","Total","5.8",""
"2007","UKM3","South Western Scotland","15 years or over","Total","5.1",""
"2008","UKM3","South Western Scotland","15 years or over","Total","5.4",""
"2009","UKM3","South Western Scotland","15 years or over","Total","7.6",""
"2010","UKM3","South Western Scotland","15 years or over","Total","10.5",""
"2011","UKM3","South Western Scotland","15 years or over","Total","9.8",""
"2012","UKM3","South Western Scotland","15 years or over","Total","9.8",""
"2013","UKM3","South Western Scotland","15 years or over","Total","8.3",""
"2004","UKM5","North Eastern Scotland","15 years or over","Total","6.0","u"
"2005","UKM5","North Eastern Scotland","15 years or over","Total","3.9","u"
"2006","UKM5","North Eastern Scotland","15 years or over","Total","2.6","u"
"2007","UKM5","North Eastern Scotland","15 years or over","Total","3.3","u"
"2008","UKM5","North Eastern Scotland","15 years or over","Total","3.0","u"
"2009","UKM5","North Eastern Scotland","15 years or over","Total","3.6","u"
"2010","UKM5","North Eastern Scotland","15 years or over","Total","3.5","u"
"2011","UKM5","North Eastern Scotland","15 years or over","Total","4.6",""
"2012","UKM5","North Eastern Scotland","15 years or over","Total","4.7",""
"2013","UKM5","North Eastern Scotland","15 years or over","Total","4.7",""
"2004","UKM6","Highlands and Islands","15 years or over","Total","4.6","u"
"2005","UKM6","Highlands and Islands","15 years or over","Total","3.9",""
"2006","UKM6","Highlands and Islands","15 years or over","Total","4.7",""
"2007","UKM6","Highlands and Islands","15 years or over","Total","3.4",""
"2008","UKM6","Highlands and Islands","15 years or over","Total","3.0","u"
"2009","UKM6","Highlands and Islands","15 years or over","Total","4.3","u"
"2010","UKM6","Highlands and Islands","15 years or over","Total","3.9","u"
"2011","UKM6","Highlands and Islands","15 years or over","Total","4.8",""
"2012","UKM6","Highlands and Islands","15 years or over","Total","4.6",""
"2013","UKM6","Highlands and Islands","15 years or over","Total","4.4",""
"2004","UKN0","Northern Ireland (UK)","15 years or over","Total","4.6",""
"2005","UKN0","Northern Ireland (UK)","15 years or over","Total","4.7",""
"2006","UKN0","Northern Ireland (UK)","15 years or over","Total","4.4",""
"2007","UKN0","Northern Ireland (UK)","15 years or over","Total","3.9",""
"2008","UKN0","Northern Ireland (UK)","15 years or over","Total","4.4",""
"2009","UKN0","Northern Ireland (UK)","15 years or over","Total","6.5",""
"2010","UKN0","Northern Ireland (UK)","15 years or over","Total","7.2",""
"2011","UKN0","Northern Ireland (UK)","15 years or over","Total","7.2",""
"2012","UKN0","Northern Ireland (UK)","15 years or over","Total","7.4",""
"2013","UKN0","Northern Ireland (UK)","15 years or over","Total","7.6",""
"2004","IS00","Ísland","15 years or over","Total","4.0",""
"2005","IS00","Ísland","15 years or over","Total","2.5",""
"2006","IS00","Ísland","15 years or over","Total","2.8",""
"2007","IS00","Ísland","15 years or over","Total","2.3",""
"2008","IS00","Ísland","15 years or over","Total","2.9",""
"2009","IS00","Ísland","15 years or over","Total","7.2",""
"2010","IS00","Ísland","15 years or over","Total","7.6",""
"2011","IS00","Ísland","15 years or over","Total","7.0",""
"2012","IS00","Ísland","15 years or over","Total","6.0",""
"2013","IS00","Ísland","15 years or over","Total","5.4",""
"2004","NO01","Oslo og Akershus","15 years or over","Total","4.2",""
"2005","NO01","Oslo og Akershus","15 years or over","Total","4.6",""
"2006","NO01","Oslo og Akershus","15 years or over","Total","3.5",""
"2007","NO01","Oslo og Akershus","15 years or over","Total","2.5",""
"2008","NO01","Oslo og Akershus","15 years or over","Total","2.9",""
"2009","NO01","Oslo og Akershus","15 years or over","Total","3.6",""
"2010","NO01","Oslo og Akershus","15 years or over","Total","4.0",""
"2011","NO01","Oslo og Akershus","15 years or over","Total","3.4",""
"2012","NO01","Oslo og Akershus","15 years or over","Total","3.2",""
"2013","NO01","Oslo og Akershus","15 years or over","Total","3.9",""
"2004","NO02","Hedmark og Oppland","15 years or over","Total","4.5",""
"2005","NO02","Hedmark og Oppland","15 years or over","Total","4.2",""
"2006","NO02","Hedmark og Oppland","15 years or over","Total","3.1",""
"2007","NO02","Hedmark og Oppland","15 years or over","Total","2.2",""
"2008","NO02","Hedmark og Oppland","15 years or over","Total","2.4",""
"2009","NO02","Hedmark og Oppland","15 years or over","Total","2.5",""
"2010","NO02","Hedmark og Oppland","15 years or over","Total","3.2",""
"2011","NO02","Hedmark og Oppland","15 years or over","Total","2.9",""
"2012","NO02","Hedmark og Oppland","15 years or over","Total","3.0",""
"2013","NO02","Hedmark og Oppland","15 years or over","Total","2.9",""
"2004","NO03","Sør-Østlandet","15 years or over","Total","3.9",""
"2005","NO03","Sør-Østlandet","15 years or over","Total","4.7",""
"2006","NO03","Sør-Østlandet","15 years or over","Total","4.0",""
"2007","NO03","Sør-Østlandet","15 years or over","Total","2.9",""
"2008","NO03","Sør-Østlandet","15 years or over","Total","2.7",""
"2009","NO03","Sør-Østlandet","15 years or over","Total","3.4",""
"2010","NO03","Sør-Østlandet","15 years or over","Total","3.7",""
"2011","NO03","Sør-Østlandet","15 years or over","Total","3.6",""
"2012","NO03","Sør-Østlandet","15 years or over","Total","3.5",""
"2013","NO03","Sør-Østlandet","15 years or over","Total","3.9",""
"2004","NO04","Agder og Rogaland","15 years or over","Total","5.0",""
"2005","NO04","Agder og Rogaland","15 years or over","Total","4.1",""
"2006","NO04","Agder og Rogaland","15 years or over","Total","2.9",""
"2007","NO04","Agder og Rogaland","15 years or over","Total","1.9",""
"2008","NO04","Agder og Rogaland","15 years or over","Total","1.8",""
"2009","NO04","Agder og Rogaland","15 years or over","Total","2.2",""
"2010","NO04","Agder og Rogaland","15 years or over","Total","2.6",""
"2011","NO04","Agder og Rogaland","15 years or over","Total","2.2",""
"2012","NO04","Agder og Rogaland","15 years or over","Total","2.7",""
"2013","NO04","Agder og Rogaland","15 years or over","Total","3.2",""
"2004","NO05","Vestlandet","15 years or over","Total","4.0",""
"2005","NO05","Vestlandet","15 years or over","Total","4.1",""
"2006","NO05","Vestlandet","15 years or over","Total","2.8",""
"2007","NO05","Vestlandet","15 years or over","Total","2.3",""
"2008","NO05","Vestlandet","15 years or over","Total","2.1",""
"2009","NO05","Vestlandet","15 years or over","Total","2.4",""
"2010","NO05","Vestlandet","15 years or over","Total","3.4",""
"2011","NO05","Vestlandet","15 years or over","Total","3.1",""
"2012","NO05","Vestlandet","15 years or over","Total","2.9",""
"2013","NO05","Vestlandet","15 years or over","Total","3.1",""
"2004","NO06","Trøndelag","15 years or over","Total","3.6",""
"2005","NO06","Trøndelag","15 years or over","Total","3.5",""
"2006","NO06","Trøndelag","15 years or over","Total","3.6",""
"2007","NO06","Trøndelag","15 years or over","Total","3.1",""
"2008","NO06","Trøndelag","15 years or over","Total","3.3",""
"2009","NO06","Trøndelag","15 years or over","Total","3.7",""
"2010","NO06","Trøndelag","15 years or over","Total","3.6",""
"2011","NO06","Trøndelag","15 years or over","Total","3.5",""
"2012","NO06","Trøndelag","15 years or over","Total","3.3",""
"2013","NO06","Trøndelag","15 years or over","Total","2.6",""
"2004","NO07","Nord-Norge","15 years or over","Total","5.0",""
"2005","NO07","Nord-Norge","15 years or over","Total","5.1",""
"2006","NO07","Nord-Norge","15 years or over","Total","3.8",""
"2007","NO07","Nord-Norge","15 years or over","Total","2.7",""
"2008","NO07","Nord-Norge","15 years or over","Total","2.9",""
